Standard_Number,Description,Label,Catalog,Edition_Date,Type
633,Flexible Underground Hose Connectors for Flammable and Combustible Liquids / Norme Sur les Raccords a Tuyaux Flexible Souterrain pour Liquids Inflammables et Combustibles,Ed. 1,ULC,"September 01, 2004",
633,STANDARD FOR FLEXIBLE CONNECTOR PIPING FOR FUELS / NORME POUR LES TUYAUX DE RACCORDEMENT FLEXIBLES POUR CARBURANTS,Ed. 4,ULC,"June 01, 2017",canulc
634,Standard for Connectors and Switches for Use with Burglar-Alarm Systems,Ed. 9,UL,"October 12, 2007",ulstd
634,CONNECTORS AND SWITCHES FOR USE WITH BURGLAR ALARM SYSTEMS,Ed. 2,ULC,"October 01, 2016",ord
635,Standard for Insulating Bushings,Ed. 3,UL,"March 08, 2012",ulstd
635,STANDARD FOR LINING SYSTEMS FOR EXISTING MASONRY OR FACTORY-BUILT CHIMNEYS AND VENTS / NORME SUR LES SYSTÈMES DE CHEMISAGE POUR LES OUVRAGES DE MAÇONNERIE EXISTANTS OU LES CHEMINÉES ET LES CONDUITS D'ÉVACUATION PRÉFABRIQUÉS,Ed. 3,ULC,"August 01, 2016",canulc
636,Standard for Holdup Alarm Units and Systems,Ed. 11,UL,"January 30, 2018",ulstd
636,Standard for Type BH Gas Venting Systems,Ed. 3,ULC,"July 01, 2008",
639,Standard for Intrusion-Detection Units,Ed. 8,UL,"August 31, 2007",ulstd
639,Standard for Steel Liner Assemblies for Solid-Fuel Burning Masonry Fireplaces,Ed. 1,ULC,"April 01, 1987",
639,STANDARD FOR STEEL LINER ASSEMBLIES FOR SOLID-FUEL BURNING MASONRY FIREPLACES / NORME SUR LES CHEMISAGES EN ACIER POUR FOYERS A FEU OUVERT EN MAÇONNERIE A COMBUSTIBLES SOLIDES,Ed. 2,ULC,"April 01, 2018",
640,STANDARD FOR LINING SYSTEMS FOR NEW MASONRY CHIMNEYS / NORME SUR LES SYSTÈMES DE CHEMISAGE POUR LES NOUVELLES CHEMINÉES DE MAÇONNERIE,Ed. 2,ULC,"August 01, 2016",canulc
641,Standard for Type L Low-Temperature Venting Systems,Ed. 8,UL,"December 13, 2010",ulstd
641,STANDARD FOR FACTORY-BUILT CHIMNEY CONNECTORS AND WALL PASS-THROUGH ASSEMBLIES / NORME SUR LES RACCORDS DE CHEMINÉE PRÉFABRIQUÉE ET LES TRAVERSÉES MURALES,Ed. 4,ULC,"April 07, 2022",ulc
642,STANDARD FOR COMPOUNDS AND TAPES FOR THREADED PIPE JOINTS / NORME SUR LES COMPOSÉS ET RUBANS POUR JOINTS DE TUYAU FILETÉS,Ed. 4,ULC,"June 30, 2021",canulc
644,Standard for Container Assemblies for LP-Gas,Ed. 9,UL,"June 06, 2014",ulstd
644,STANDARD FOR EMERGENCY BREAKAWAY FITTINGS FOR FLAMMABLE AND COMBUSTIBLE LIQUIDS / NORME SUR LES RACCORDS FRANGIBLES D’URGENCE POUR LIQUIDES INFLAMMABLES ET COMBUSTIBLES,Ed. 3,ULC,"August 01, 2016",canulc
645,Standard For Power Roof Ventilators for Commercial and Institutional Kitchen Exhaust Systems,Ed. 1,ULC,"January 01, 1993",ulc
646,STANDARD FOR EXHAUST HOODS AND RELATED CONTROLS FOR COMMERCIAL AND INSTITUTIONAL COOKING EQUIPMENT / NORME RELATIVE AUX HOTTES D'ASPIRATION ET AUX CONTRÔLES CONNEXES POUR LE MATÉRIEL DE CUISSON DES CUISINES PROFESSIONNELLES ET COLLECTIVES,Ed. 3,ULC,"July 01, 2010",canulc
647,Standard for Unvented Kerosene-Fired Room Heaters and Portable Heaters,Ed. 2,UL,"May 03, 1993",ulstd
647,Standard for Exhaust Cleaning and Recirculation Assemblies for Commercial and Institutional Kitchen Exhaust Systems,Ed. 1,ULC,"July 01, 2006",
647,STANDARD FOR EXHAUST CLEANING AND RECIRCULATION ASSEMBLIES FOR COMMERCIAL AND INSTITUTIONAL KITCHEN EXHAUST SYSTEMS,Ed. 2,ULC,"January 01, 2005",canulc
649,Standard for Grease Filters for Commercial and Insitutional Kitchen Exhaust Systems,Ed. 1,ULC,"July 01, 2006",
649,STANDARD FOR GREASE FILTERS FOR COMMERCIAL AND INSTITUTIONAL KITCHEN EXHAUST SYSTEMS,Ed. 2,ULC,"July 01, 2006",ulc
651,Standard for Schedule 40 and 80 Rigid PVC Conduit and Fittings,Ed. 8,UL,"October 25, 2011",ulstd
651,STANDARD FOR EMERGENCY VALVES FOR FLAMMABLE AND COMBUSTIBLE LIQUIDS / NORME SUR LES ROBINETS D'URGENCE POUR LIQUIDES INFLAMMABLES ET COMBUSTIBLES,Ed. 4,ULC,"January 01, 2016",canulc
651A,Type EB and A Rigid PVC Conduit and HDPE Conduit,Ed. 5,UL,"October 26, 2011",ulstd
652,"Standard For Tank Assemblies For Collection, Storage and Removal Of Used Oil Norme sur les ensembles réservoirs destinés à la collecte, au stockage et à l'enlèvement de l'huile usagée",Ed. 2,ULC,"May 01, 2008",
652,"STANDARD FOR TANK ASSEMBLIES FOR THE COLLECTION, STORAGE AND REMOVAL OF USED OIL / NORME SUR LES ENSEMBLES RÉSERVOIRS DESTINÉS À LA COLLECTE, AU STOCKAGE ET À L'ENLÈVEMENT DE L'HUILE USAGÉE",Ed. 3,ULC,"February 01, 2016",canulc
653,Standard for Aboveground Steel Contained Tank Assemblies for Flammable and Combustible Liquids / Norme sur les ensembles réservoirs de confinement en acier hors sol pour les liquides inflammables et combustibles,Ed. 1,ULC,"July 01, 2006",
653,STANDARD FOR ABOVEGROUND HORIZONTAL STEEL CONTAINED TANK ASSEMBLIES FOR FLAMMABLE AND COMBUSTIBLE LIQUIDS / NORME SUR LES ENSEMBLES RÉSERVOIRS DE CONFINEMENT EN ACIER HORIZONTAUX HORS SOL POUR LES LIQUIDES INFLAMMABLES ET COMBUSTIBLES,Ed. 3,ULC,"January 01, 2016",canulc
655,Standard for Aboveground Protected Tank Assemblies for Flammable and Combustable Liquids,Ed. 1,ULC,"February 01, 1998",
655,STANDARD FOR ABOVEGROUND PROTECTED TANK ASSEMBLIES FOR FLAMMABLE AND COMBUSTIBLE LIQUIDS / NORME SUR LES ENSEMBLES RÉSERVOIRS PROTÉGÉS HORS SOL POUR LES LIQUIDES INFLAMMABLES ET COMBUSTIBLES,Ed. 2,ULC,"September 01, 2015",canulc
656,STANDARD FOR OIL-WATER SEPARATORS / NORME SUR LES SÉPARATEURS HUILE-EAU,Ed. 2,ULC,"July 01, 2014",canulc
656,STANDARD FOR OIL-WATER SEPARATORS / NORME SUR LES SÉPARATEURS HUILE-EAU,Ed. 2,ULC,"July 01, 2014",canulc
660,Standard for Nonmetallic Underground Piping for Flammable and Combustible Liquids,Ed. 1,ULC,"May 01, 2008",
661,STANDARD FOR OVERFILL PROTECTION DEVICES FOR FLAMMABLE AND COMBUSTIBLE LIQUID STORAGE TANKS / NORME SUR LES DISPOSITIFS DE PROTECTION CONTRE LES DÉBORDEMENTS POUR LES RÉSERVOIRS DE STOCKAGE DE LIQUIDES INFLAMMABLES ET COMBUSTIBLES,Ed. 1,ULC,"December 01, 2010",
662,STANDARD FOR FACTORY-BUILT GREASE DUCTS / NORME SUR LES CONDUITS DE GRAISSE PRÉFABRIQUÉS,Ed. 1,ULC,"August 01, 2009",canulc
663,STANDARD FOR SPILL CONTAINMENT DEVICES FOR FLAMMABLE AND COMBUSTIBLE LIQUID ABOVEGROUND STORAGE TANKS / NORME SUR LES DISPOSITIFS DE CONFINEMENT DES DÉVERSEMENTS POUR LES RÉSERVOIRS DE STOCKAGE DE LIQUIDES INFLAMMABLES ET DE LIQUIDES COMBUSTIBLES HORS SOL,Ed. 1,ULC,"April 01, 2011",
664,"STANDARD FOR CONTAINMENT SUMPS, SUMP FITTINGS, AND ACCESSORIES FOR FLAMMABLE AND COMBUSTIBLE LIQUIDS / NORMES SUR LES PUISARDS DE CONFINEMENT, RACCORDS DE PUISARD ET ACCESSOIRES POUR LIQUIDES INFLAMMABLES ET COMBUSTIBLES",Ed. 1,ULC,"July 01, 2017",canulc
667,METALLIC UNDERGROUND PIPING FOR FLAMMABLE AND COMBUSTIBLE LIQUIDS / CANALISATIONS SOUTERRAINES MÉTALLIQUES POUR LIQUIDES INFLAMMABLES ET COMBUSTIBLES,Ed. 1,ULC,"August 01, 2011",canulc
668,Standard for Hose Valves for Fire-Protection Service,Ed. 10,UL,"April 28, 2004",ulstd
668,STANDARD FOR LINERS USED FOR SECONDARY CONTAINMENT OF ABOVEGROUND FLAMMABLE AND COMBUSTIBLE LIQUID TANKS / NORME SUR LES MEMBRANES DE CONFINEMENT SECONDAIRE POUR LES RÉSERVOIRS DE STOCKAGE DE LIQUIDES INFLAMMABLES ET DE LIQUIDES COMBUSTIBLES HORS SOL,Ed. 1,ULC,"April 01, 2012",canulc
668,STANDARD FOR LINERS USED FOR SECONDARY CONTAINMENT OF ABOVEGROUND FLAMMABLE AND COMBUSTIBLE LIQUID TANKS / NORME SUR LES MEMBRANES DE CONFINEMENT SECONDAIRE POUR LES RÉSERVOIRS DE STOCKAGE DE LIQUIDES INFLAMMABLES ET DE LIQUIDES COMBUSTIBLES HORS SOL,Ed. 1,ULC,"April 01, 2012",canulc
669,STANDARD FOR INTERNAL RETROFIT SYSTEMS FOR UNDERGROUND TANKS FOR FLAMMABLE AND COMBUSTIBLE LIQUIDS / NORME SUR LES SYSTÈMES DE RÉNOVATION INTERNES DES RÉSERVOIRS SOUTERRAINS POUR LIQUIDES INFLAMMABLES ET COMBUSTIBLES,Ed. 1,ULC,"October 01, 2014",canulc
670,STANDARD FOR ABOVEGROUND NONMETALLIC TANKS FOR FUEL OIL AND OTHER COMBUSTIBLE LIQUIDS / NORME SUR LES RÉSERVOIRS NON MÉTALLIQUES HORS SOL POUR LE MAZOUT ET AUTRES LIQUIDES COMBUSTIBLES,Ed. 1,ULC,"September 01, 2014",canulc
674,Electric Motors and Generators for Use in Hazardous (Classified) Locations,Ed. 6,UL,"July 29, 2022",ulcsance
674,STANDARD FOR UNVENTED ALCOHOL FUEL BURNING DECORATIVE APPLIANCES / NORME SUR LES APPAREILS DÉCORATIFS NON RACCORDÉS FONCTIONNANT À L,Ed. 1,ULC,"November 01, 2015",canulc
675.1,STANDARD FOR VOLUMETRIC LEAK DETECTION DEVICES FOR UNDERGROUND AND ABOVEGROUND STORAGE TANKS FOR FLAMMABLE AND COMBUSTIBLE LIQUIDS / NORME SUR LES DISPOSITIFS DE DÉTECTION DES FUITES VOLUMÉTRIQUES POUR LES RÉSERVOIRS DE STOCKAGE SOUTERRAINS ET HORS SOL DE LIQUIDES INFLAMMABLES ET COMBUSTIBLES,Ed. 1,ULC,"October 01, 2014",canulc
675.2,"STANDARD FOR NONVOLUMETRIC PRECISION LEAK DETECTION DEVICES FOR UNDERGROUND AND ABOVEGROUND STORAGE TANKS AND PIPING FOR FLAMMABLE AND COMBUSTIBLE LIQUIDS / NORME SUR LES DISPOSITIFS DE DÉTECTION DES FUITES DE PRÉCISION NON VOLUMÉTRIQUES POUR LES RÉSERVOIRS DE STOCKAGE ET LES TUYAUTERIES, SOUTERRAINS ET HORS SOL, DE LIQUIDES INFLAMMABLES ET COMBUSTIBLES",Ed. 1,ULC,"October 01, 2014",canulc
676,Standard for Underwater Luminaires and Submersible Junction Boxes,Ed. 9,UL,"August 10, 2015",ulstd
676,STANDARD FOR REFURBISHING OF STORAGE TANKS FOR FLAMMABLE AND COMBUSTIBLE LIQUIDS / NORME SUR LA REMISE À NEUF DES RÉSERVOIRS DE STOCKAGE POUR LES LIQUIDES INFLAMMABLES ET COMBUSTIBLES,Ed. 1,ULC,"June 01, 2015",canulc
676,STANDARD FOR REFURBISHING OF STORAGE TANKS FOR FLAMMABLE AND COMBUSTIBLE LIQUIDS / NORME SUR LA REMISE À NEUF DES RÉSERVOIRS POUR LES LIQUIDES INFLAMMABLES ET COMBUSTIBLES,Ed. 2,ULC,"September 14, 2020",canulc
676A,"Potting Compounds for Swimming Pool, Fountain, and Spa Equipment",Ed. 3,UL,"August 06, 2003",outline
677,STANDARD FOR FIRE TESTED ABOVEGROUND TANK ASSEMBLIES FOR FLAMMABLE AND COMBUSTIBLE LIQUIDS / NORME SUR LES ENSEMBLES RÉSERVOIRS HORS SOL RÉSISTANT AU FEU POUR LES LIQUIDES INFLAMMABLES ET COMBUSTIBLES,Ed. 1,ULC,"October 01, 2014",canulc
679,STANDARD FOR METALLIC AND NONMETALLIC UNDERGROUND PIPING FOR FLAMMABLE AND COMBUSTIBLE LIQUIDS / NORME SUR LES CANALISATIONS SOUTERRAINES MÉTALLIQUES ET NON MÉTALLIQUES POUR LIQUIDES INFLAMMABLES ET COMBUSTIBLES,Ed. 1,ULC,"October 01, 2017",canulc
680,Standard for Emergency Vault Ventilators and Vault-Ventilating Ports,Ed. 8,UL,"November 26, 2002",ulstd
681,Standard for Installation and Classification of Burglar and Holdup Alarm Systems,Ed. 15,UL,"January 16, 2014",ulstd
687,Standard for Burglary-Resistant Safes,Ed. 14,UL,"October 07, 2005",ulstd
687,Standard for Burglary-Resistant Safes,Ed. 15,UL,"July 19, 2011",ulstd
696,Standard for Electric Toys,Ed. 10,UL,"February 17, 2010",ulstd
697,Standard for Toy Transformers,Ed. 7,UL,"March 03, 2011",ulstd
698A,Standard for Industrial Control Panels Relating to Hazardous (Classified) Locations,Ed. 4,UL,"August 21, 2018",ulstd
701.1,"STANDARD FOR THERMAL INSULATION, POLYSTYRENE BOARDS / NORME SUR L'ISOLANT THERMIQUE EN POLYSTYRÈNE",Ed. 5,ULC,"March 01, 2017",canulc
701.1,"STANDARD FOR THERMAL INSULATION, POLYSTYRENE BOARDS / NORME SUR L'ISOLANT THERMIQUE EN POLYSTYRÈNE, PANNEAUX",Ed. 6,ULC,"February 25, 2022",canulc
702.1,"STANDARD FOR MINERAL FIBRE THERMAL INSULATION FOR BUILDINGS, PART 1: MATERIAL SPECIFICATION / NORME SUR L'ISOLANT THERMIQUE DE FIBRES MINÉRALES POUR BÂTIMENTS, PARTIE 1 : SPÉCIFICATIONS RELATIVES AU MATÉRIAU",Ed. 3,ULC,"November 01, 2014",canulc
702.1,"STANDARD FOR MINERAL FIBRE THERMAL INSULATION FOR BUILDINGS, PART 1: MATERIAL SPECIFICATION / NORME SUR L'ISOLANT THERMIQUE DE FIBRES MINÉRALES POUR BÂTIMENTS, PARTIE 1 : SPÉCIFICATIONS RELATIVES AU MATÉRIAU",Ed. 4,ULC,"November 30, 2021",ulc
702.2,"MINERAL FIBRE THERMAL INSULATION FOR BUILDINGS, PART 2: INSTALLATION",Ed. 2,ULC,"May 01, 2010",
702.2,"STANDARD FOR MINERAL FIBRE THERMAL INSULATION FOR BUILDINGS, PART 2: INSTALLATION",Ed. 3,ULC,"June 01, 2015",canulc
703,STANDARD FOR CELLULOSE FIBRE INSULATION FOR BUILDINGS / NORME SUR L'ISOLANT EN FIBRE CELLULOSIQUE POUR LES BÂTIMENTS,Ed. 2,ULC,"November 01, 2009",canulc
704.1,"STANDARD FOR THERMAL INSULATION, POLYURETHANE AND POLYISOCYANURATE, BOARDS, FACED / NORME SUR L'ISOLANT THERMIQUE EN POLYURÉTHANE ET EN POLYISOCYANURATE : PANNEAUX REVÊTUS",Ed. 4,ULC,"November 01, 2017",canulc
704.1,"STANDARD FOR THERMAL INSULATION, POLYURETHANE AND POLYISOCYANURATE, BOARDS, FACED / NORME SUR L'ISOLANT THERMIQUE EN POLYURÉTHANE ET EN POLYISOCYANURATE : PANNEAUX REVÊTUS",Ed. 5,ULC,"July 20, 2022",ulc
705,Standard for Power Ventilators,Ed. 7,UL,"July 19, 2017",ulstd
705.1,"STANDARD FOR THERMAL INSULATION - SPRAY APPLIED RIGID POLYURETHANE FOAM, MEDIUM DENSITY - MATERIAL SPECIFICATION / NORME SUR L'ISOLANT THERMIQUE EN MOUSSE DE POLYURÉTHANE RIGIDE PULVÉRISÉE DE DENSITÉ MOYENNE - SPÉCIFICATIONS RELATIVES AUX MATÉRIAUX",Ed. 3,ULC,"January 01, 2015",
705.1,"STANDARD FOR THERMAL INSULATION - SPRAY APPLIED RIGID POLYURETHANE FOAM, MEDIUM DENSITY - MATERIAL SPECIFICATION / NORME SUR L'ISOLANT THERMIQUE EN MOUSSE DE POLYURÉTHANE RIGIDE PULVÉRISÉE DE DENSITÉ MOYENNE - SPÉCIFICATIONS RELATIVES AUX MATÉRIAUX",Ed. 4,ULC,"December 18, 2018",canulc
705.2,"STANDARD FOR THERMAL INSULATION - SPRAY APPLIED RIGID POLYURETHANE FOAM, MEDIUM DENSITY - APPLICATION / NORME SUR L'ISOLANT THERMIQUE EN MOUSSE DE POLYURÉTHANE RIGIDE PULVÉRISÉE, DE DENSITÉ MOYENNE - APPLICATION",Ed. 4,ULC,"September 13, 2022",canulc
706,Standard for Wood Fibre Thermal Insulation for Buildings / Norme sur l’isolant thermique en fibre de bois pour bâtiments,Ed. 1,ULC,"January 01, 1900",
706,Standard for Wood Fibre Thermal Insulation for Buildings,Ed. 2,ULC,"October 01, 2009",
706.1,STANDARD FOR WOOD FIBRE INSULATING BOARDS FOR BUILDINGS / NORME SUR LES PANNEAUX ISOLANTS EN FIBRE DE BOIS POUR BÂTIMENTS,Ed. 3,ULC,"September 01, 2016",canulc
706.1,STANDARD FOR INSULATING WOOD FIBRE BOARDS FOR BUILDINGS / NORME SUR LES PANNEAUX ISOLANTS EN FIBRE DE BOIS POUR BÂTIMENTS,Ed. 4,ULC,"March 19, 2020",canulc
710,Standard for Exhaust Hoods for Commercial Cooking Equipment,Ed. 6,UL,"September 13, 2012",ulstd
710.1,"Standard for Thermal Insulation - Bead - Applied One Component Polyurethane Air Sealant Foam, Part 1: Material Specification / Norme sur l’isolant thermique – mousse d’étanchéité à l’air de polyuréthane monocomposant appliquée en cordon, partie 1 : spécifications relatives au matériau",Ed. 1,ULC,"February 01, 2005",
710.1,"STANDARD FOR THERMAL INSULATION - BEAD-APPLIED ONE COMPONENT POLYURETHANE AIR SEALANT FOAM, PART 1: MATERIAL SPECIFICATION / NORME SUR L'ISOLANT THERMIQUE - MOUSSE D’ÉTANCHÉITÉ À L’AIR DE POLYURÉTHANE MONOCOMPOSANT APPLIQUÉE EN CORDON, PARTIE 1 : SPÉCIFICATIONS RELATIVES AU MATÉRIAU",Ed. 2,ULC,"December 01, 2011",canulc
710.1,"STANDARD FOR BEAD-APPLIED ONE COMPONENT POLYURETHANE AIR SEALANT FOAM, PART 1: MATERIAL SPECIFICATION / NORME SUR LA MOUSSE D'ÉTANCHÉITÉ À L'AIR DE POLYURÉTHANE MONOCOMPOSANT APPLIQUÉE EN CORDON, PARTIE 1 : SPÉCIFICATIONS RELATIVES AU MATÉRIAU",Ed. 3,ULC,"June 26, 2019",canulc
710A,Rooftop Grease and Oil Collection and Containment Systems,Ed. 1,UL,"July 10, 2015",ulstd
710B,Standard for Recirculating Systems,Ed. 2,UL,"September 02, 2011",ulstd
710C,Ultraviolet Radiation Systems for Use in the Ventilation Control of Commercial Cooking Operations,Ed. 1,UL,"February 15, 2006",
710C,Ultraviolet Radiation Systems for Use in the Ventilation Control of Commercial Cooking Operations,Ed. 3,UL,"September 22, 2006",outline
711,Rating and Fire Testing of Fire Extinguishers,Ed. 8,UL,"August 06, 2018",ululc
711.1,"STANDARD FOR THERMAL INSULATION - BEAD-APPLIED TWO COMPONENT POLYURETHANE AIR SEALANT FOAM, PART 1: MATERIAL SPECIFICATION / NORME SUR L'ISOLANT THERMIQUE - MOUSSE D’ÉTANCHÉITÉ À L’AIR DE POLYURÉTHANE BICOMPOSANT APPLIQUÉE EN CORDON, PARTIE 1 : SPÉCIFICATIONS RELATIVES AU MATÉRIAU",Ed. 2,ULC,"December 01, 2011",canulc
711.1,"STANDARD FOR BEAD-APPLIED TWO COMPONENT POLYURETHANE AIR SEALANT FOAM, PART 1: MATERIAL SPECIFICATION / NORME SUR LA MOUSSE D'ÉTANCHÉITÉ À L'AIR DE POLYURÉTHANE BICOMPOSANT APPLIQUÉE EN CORDON, PARTIE 1 : SPÉCIFICATIONS RELATIVES AU MATÉRIAU",Ed. 3,ULC,"June 26, 2019",canulc
711A,Outline of Investigation for the Fire Test Method for Portable Hand-Held Extinguishers Intended for Use On Residential Cooking Equipment,Ed. 3,UL,"November 28, 2018",outline
712.2,"STANDARD FOR THERMAL INSULATION - LIGHT DENSITY, OPEN CELL SPRAY APPLIED SEMI-RIGID POLYURETHANE FOAM - INSTALLATION / NORME SUR L’ISOLANT THERMIQUE EN MOUSSE DE POLYURÉTHANE SEMI-RIGIDE PULVÉRISÉE, DE FAIBLE DENSITÉ ET À ALVÉOLES OUVERTS - INSTALLATION",Ed. 1,ULC,"January 01, 2017",canulc
712.2,"STANDARD FOR THERMAL INSULATION - LIGHT DENSITY, OPEN CELL SPRAY APPLIED SEMI-RIGID POLYURETHANE FOAM - INSTALLATION / NORME SUR L'ISOLANT THERMIQUE EN MOUSSE DE POLYURÉTHANE SEMI-RIGIDE PULVÉRISÉE, DE FAIBLE DENSITÉ ET À ALVÉOLES OUVERTS - INSTALLATION",Ed. 2,ULC,"March 17, 2020",canulc
713,STANDARD METHOD OF SYSTEM TESTING -ML / MÉTHODE D'ESSAI NORMALISÉE CARACTÉSYSTEM TEST-ML MATÉRIAUX,Ed. 1,ULC,"July 01, 2012",
715.1,"STANDARD FOR THERMAL INSULATION - CLOSED CELL SPRAY APPLIED RIGID POLYURETHANE FOAM, HIGH DENSITY - MATERIAL SPECIFICATION / NORME SUR L'ISOLANT THERMIQUE - MOUSSE DE POLYURÉTHANE RIGIDE PULVÉRISÉE À CELLULES FERMÉES, DE DENSITÉ ÉLEVÉE - SPÉCIFICATIONS RELATIVES AUX MATÉRIAUX",Ed. 1,ULC,"March 13, 2023",canulc
715.2,"STANDARD FOR THERMAL INSULATION - CLOSED CELL SPRAY APPLIED RIGID POLYURETHANE FOAM, HIGH DENSITY - INSTALLATION / NORME SUR L",Ed. 1,ULC,"March 13, 2023",ulc
716.1,STANDARD FOR EXTERIOR INSULATION AND FINISH SYSTEMS (EIFS) - MATERIALS AND SYSTEMS / NORME POUR LES SYSTÈMES D’ISOLATION ET DE FINITION EXTÉRIEURS (SYSTÈMES SIFE) - MATÉRIAUX ET SYSTÈMES,Ed. 3,ULC,"December 01, 2012",
716.1,STANDARD FOR EXTERIOR INSULATION AND FINISH SYSTEMS (EIFS) - MATERIALS AND SYSTEMS / NORME POUR LES SYSTÈMES D'ISOLATION ET DE FINITION EXTÉRIEURS (SYSTÈMES SIFE) - MATÉRIAUX ET SYSTÈMES,Ed. 4,ULC,"April 05, 2019",canulc
716.2,STANDARD FOR EXTERIOR INSULATION AND FINISH SYSTEMS (EIFS) - INSTALLATION OF EIFS COMPONENTS AND WATER RESISTIVE BARRIER / NORME POUR LES SYSTÈMES D'ISOLATION ET DE FINITION EXTÉRIEURS (SYSTÈMES SIFE) - INSTALLATION DES COMPOSANTS DES SYSTÈMES SIFE ET DE LA BARRIÈRE RÉSISTANT À L'EAU,Ed. 2,ULC,"December 01, 2012",canulc
716.2,STANDARD FOR EXTERIOR INSULATION AND FINISH SYSTEMS (EIFS) - INSTALLATION OF EIFS COMPONENTS AND WATER RESISTIVE BARRIER / NORME POUR LES SYSTÈMES D'ISOLATION ET DE FINITION EXTÉRIEURS (SYSTÈMES SIFE) - INSTALLATION DES COMPOSANTS DES SYSTÈMES SIFE ET DE LA BARRIÈRE RÉSISTANT À L'EAU,Ed. 3,ULC,"April 25, 2019",canulc
716.3,STANDARD FOR EXTERIOR INSULATION AND FINISH SYSTEMS (EIFS) - DESIGN APPLICATION / NORME POUR LES SYSTÈMES D'ISOLATION ET DE FINITION EXTÉRIEURS (SYSTÈMES SIFE) - APPLICATION DE LA CONCEPTION,Ed. 2,ULC,"December 01, 2012",
716.3,STANDARD FOR EXTERIOR INSULATION AND FINISH SYSTEMS (EIFS) - DESIGN APPLICATION / NORME POUR LES SYSTÈMES D'ISOLATION ET DE FINITION EXTÉRIEURS (SYSTÈMES SIFE) - APPLICATION DE LA CONCEPTION,Ed. 3,ULC,"April 05, 2019",canulc
717.1,STANDARD FOR FLAT WALL INSULATING CONCRETE FORM (ICF) UNITS - MATERIAL PROPERTIES / Norme sur les unités de coffrage à béton isolants pour murs plats - propriétés des matériaux,Ed. 3,ULC,"October 11, 2022",ulc
718,STANDARD FOR SITE QUALITY ASSURANCE PROGRAM FOR SPRAY POLYURETHANE FOAM / NORME SUR LE PROGRAMME D'ASSURANCE DE LA QUALITÉ DU CHANTIER RELATIF À LA MOUSSE DE POLYURÉTHANE PULVÉRISÉE,Ed. 1,ULC,"February 01, 2013",
718,STANDARD FOR SITE QUALITY ASSURANCE PROGRAM FOR SPRAY APPLIED POLYURETHANE FOAM / NORME SUR LE PROGRAMME D'ASSURANCE DE LA QUALITÉ DU CHANTIER RELATIF À LA MOUSSE DE POLYURÉTHANE PULVÉRISÉE,Ed. 2,ULC,"May 01, 2018",canulc
719,Standard for Nonmetallic-Sheathed Cables,Ed. 13,UL,"September 08, 2015",ulstd
723,Standard for Test for Surface Burning Characteristics of Building Materials,Ed. 11,UL,"April 19, 2018",ulstd
723S,DROP-OUT CEILINGS INSTALLED BENEATH AUTOMATIC SPRINKLERS,Ed. 3,UL,"December 05, 2006",outline
726,Standard for Oil-Fired Boiler Assemblies,Ed. 7,UL,"November 30, 1995",ulstd
727,Standard for Oil-Fired Central Furnaces,Ed. 10,UL,"January 31, 2018",ulstd
729,Standard for Oil-Fired Floor Furnaces,Ed. 6,UL,"August 29, 2003",ulstd
730,Standard for Oil-Fired Wall Furnaces,Ed. 5,UL,"August 29, 2003",ulstd
731,Standard for Oil-Fired Unit Heaters,Ed. 6,UL,"January 31, 2018",ulstd
732,Standard for Oil-Fired Storage Tank Water Heaters,Ed. 6,UL,"January 31, 2018",ulstd
733,Standard for Oil-Fired Air Heaters and Oil-Fired Direct-Fired Heaters,Ed. 5,UL,"May 02, 2019",ulstd
737,Standard for Fireplace Stoves,Ed. 10,UL,"April 25, 2011",ulstd
741,STANDARD FOR AIR BARRIER MATERIALS - SPECIFICATION / NORME SUR LES MATÉRIAUX D'ÉTANCHÉITÉ À L'AIR - SPÉCIFICATION,Ed. 1,ULC,"December 01, 2008",canulc
742,STANDARD FOR AIR BARRIER ASSEMBLIES - SPECIFICATION,Ed. 1,ULC,"February 01, 2011",
742,STANDARD FOR AIR BARRIER ASSEMBLIES - SPECIFICATION / Norme sur les ensembles d'étanchéité à l'air - spécifications,Ed. 2,ULC,"November 09, 2020",canulc
743.1,"STANDARD FOR THERMAL INSULATION - LOW PRESSURE APPLIED TWO COMPONENT SPRAY POLYURETHANE FOAM, PART 1: MATERIAL SPECIFICATION / Norme pour l’isolation thermique – mousse de polyuréthane à deux composants pulvérisée à basse pression, Partie 1 : Spécification du matériau",Ed. 1,ULC,"November 09, 2020",canulc
743.2,"STANDARD FOR THERMAL INSULATION - LOW PRESSURE APPLIED TWO COMPONENT SPRAY POLYURETHANE FOAM, PART 2: INSTALLATION / NORME POUR L'ISOLATION THERMIQUE - MOUSSE DE POLYURÉTHANE À DEUX COMPOSANTS PULVÉRISÉE À BASSE PRESSION, PARTIE 2 : INSTALLATION",Ed. 1,ULC,"April 12, 2021",canulc
745,Subject 745,Ed. 9,UL,"September 27, 2004",
745-1,Portable Electric Tools,Ed. 2,UL,"June 15, 2007",ulcsaiec
745- 2-31,Particular Requirements for Diamond Core Drills,Ed. 1,UL,"March 23, 1995",ulcsa
745- 2-32,Particular Requirements for Magnetic Drill Presses,Ed. 1,UL,"March 23, 1995",ulcsa
746,Subject 746,Ed. 1,UL,"August 08, 2003",
746A,Standard for Polymeric Materials - Short Term Property Evaluations,Ed. 6,UL,"September 06, 2012",ulstd
